word,pinyin,meaning
年头,niántóu,"['start of the year', 'whole year', 'a particular year', 'period', 'days', 'epoch', ""a year's harvest""]"
主角,zhǔjiǎo,"['leading role', 'lead']"
兴奋,xīngfèn,"['excited', 'excitement']"
愉快,yúkuài,"['cheerful', 'cheerily', 'delightful', 'pleasant', 'pleasantly', 'pleasing', 'happy', 'delighted']"
夸奖,kuājiǎng,"['to praise', 'to applaud', 'to compliment']"
道德,dàodé,"['virtue', 'morality', 'ethics', 'CL:種|种[zhong3]']"
踢,tī,"['to kick', 'to play (e.g. soccer)']"
老娘,lǎoniáng,"['my old mother', 'I, this old woman', 'my old lady (colloquial)', 'maternal grandmother', 'midwife']"
骗子,piànzǐ,"['swindler', 'a cheat']"
委屈,wěiqū,"['to feel wronged', 'to cause sb to feel wronged', 'grievance']"
好不,hǎobù,"['not at all ...', 'how very ...']"
似的,sìde,"['seems as if', 'rather like', 'Taiwan pr. [si4 de5]']"
碰到,pèngdào,"['to come across', 'to run into', 'to meet', 'to hit']"
无敌,wúdí,"['unequalled', 'without rival', 'a paragon']"
人性,rénxìng,"['human nature', 'humanity', 'human', 'the totality of human attributes']"
树,shù,"['tree', 'CL:棵[ke1]', 'to cultivate', 'to set up']"
思考,sīkǎo,"['to reflect on', 'to ponder over']"
何以,héyǐ,['whence']
崩溃,bēngkùi,"['to collapse', 'to crumble', 'to fall apart']"
企,qǐ,"['to plan a project', 'to stand on tiptoe', 'Taiwan pr. [qi4]', 'abbr. for 企業|企业[qi3 ye4]']"
控制,kòngzhì,"['control', 'to exercise control over', 'to contain']"
职业,zhíyè,"['occupation', 'profession', 'vocation', 'professional']"
化妆,huàzhuāng,['to put on makeup']
理由,lǐyóu,"['reason', 'grounds', 'justification', 'CL:個|个[ge4]']"
不可,bùkě,"['cannot', 'should not', 'must not']"
骗人,piànrén,"['to cheat sb', 'a scam']"
合适,héshì,"['suitable', 'fitting', 'appropriate']"
军训,jūnxùn,"['military practice, esp. for reservists or new recruits', 'military training as a (sometimes compulsory) subject in schools and colleges', 'drill']"
白天,báitiān,"['daytime', 'during the day', 'day', 'CL:個|个[ge4]']"
空虚,kōngxū,"['hollow', 'emptiness', 'meaningless']"
地球,dìqíu,"['the earth', 'CL:個|个[ge4]']"
露,lù,"['dew', 'syrup', 'nectar', 'outdoors (not under cover)', 'to show', 'to reveal', 'to betray', 'to expose']"
忒,tè,"['(dialect) too', 'very', 'also pr. [tui1]']"
礼拜,lǐbài,"['week', 'religious service', 'worship', 'CL:個|个[ge4]']"
伟大,wěidà,"['huge', 'great', 'grand', 'worthy of the greatest admiration', 'important (contribution etc)']"
那时,nàshí,"['then', 'at that time', 'in those days']"
锻炼,duànliàn,"['to toughen', 'to temper', 'to engage in physical exercise', 'to work out', ""(fig.) to develop one's skills"", 'to train oneself']"
干净,gānjìng,"['clean', 'neat']"
衰,shuāi,"['to decline', 'to wane', 'to become weak or feeble']"
尝试,chángshì,"['to try', 'to attempt', 'CL:次[ci4]']"
跟着,gēnzháo,"['to follow after', 'immediately afterwards']"
八卦,bāguà,"['the eight divinatory trigrams of the Book of Changes 易經|易经[Yi4 jing1]', 'gossip', 'gossipy']"
逛,guàng,"['to stroll', 'to visit']"
项目,xiàngmù,"['item', 'project', '(sports) event', 'CL:個|个[ge4]']"
则,zé,"['(conjunction used to express contrast with a previous clause) but', 'then', 'standard', 'norm', 'principle', 'to imitate', 'to follow', 'classifier for written items']"
堪,kān,"['to endure', 'may', 'can']"
小小,xiǎoxiǎo,"['very small', 'very few', 'very minor']"
奶,nǎi,"['mother', 'variant of 奶[nai3]']"
堆,dūi,"['to pile up', 'to heap up', 'a mass', 'pile', 'heap', 'stack', 'large amount']"
骑,qí,"['to ride (an animal or bike)', 'to sit astride', 'classifier for saddle-horses']"
上午,shàngwǔ,"['morning', 'CL:個|个[ge4]']"
开会,kāihùi,"['to hold a meeting', 'to attend a meeting']"
提醒,tíxǐng,"['to remind', 'to call attention to', 'to warn of']"
人物,rénwù,"['person', 'character (in a play, novel etc)', 'protagonist', 'CL:個|个[ge4]']"
好运,hǎoyùn,['good luck']
之间,zhījiān,"['between', 'among', 'inter-']"
师兄,shīxiōng,"['senior male fellow student or apprentice', ""son (older than oneself) of one's teacher""]"
公平,gōngpíng,"['fair', 'impartial']"
群众,qúnzhòng,"['mass', 'multitude', 'the masses']"
曾,céng,"['great-grand (father, child etc)']"
公园,gōngyuán,"['park (for public recreation)', 'CL:個|个[ge4],座[zuo4]']"
巧,qiǎo,"['opportunely', 'coincidentally', 'as it happens', 'skillful', 'timely']"
旅行,lv̌xíng,"['to travel', 'journey', 'trip', 'CL:趟[tang4],次[ci4],個|个[ge4]']"
很少,hěnshǎo,
龙,lóng,"['dragon', 'CL:條|条[tiao2]', 'imperial']"
左边,zuǒbiān,"['left', 'the left side', 'to the left of']"
仔细,zǐxì,"['careful', 'attentive', 'cautious']"
记忆,jìyì,"['to remember', 'to recall', 'memory', 'CL:個|个[ge4]']"
同样,tóngyáng,"['same', 'equal', 'equivalent']"
天蝎,tiānhé,['Scorpio (constellation)']
秘密,mìmì,"['secret', 'CL:個|个[ge4]']"
潇洒,xiāosǎ,"['confident and at ease', 'free and easy']"
丰富,fēngfù,"['to enrich', 'rich', 'plentiful', 'abundant']"
躺,tǎng,"['to recline', 'to lie down']"
难怪,nánguài,"[""(it's) no wonder (that...)"", ""(it's) not surprising (that)""]"
更新,gèngxīn,"['to replace the old with new', 'to renew', 'to renovate', 'to upgrade', 'to update', 'to regenerate']"
生病,shēngbìng,['to fall ill']
美食,měishí,"['culinary delicacy', 'fine food', 'gourmet food']"
文,wén,"['language', 'culture', 'writing', 'formal', 'literary', 'gentle', '(old) classifier for coins', 'Kangxi radical 67']"
彻底,chèdǐ,"['thorough', 'thoroughly', 'complete']"
撑,chēng,"['to support', 'to prop up', 'to push or move with a pole', 'to maintain', 'to open or unfurl', 'to fill to bursting point', 'brace', 'stay', 'support']"
喷,pēn,"['(of a smell) strong', 'peak season (of a crop)', '(classifier for the ordinal number of a crop, in the context of multiple harvests)']"
迟到,chídào,['to arrive late']
变化,biànhuà,"['change', 'variation', 'to change', 'to vary', 'CL:個|个[ge4]']"
动作,dòngzuò,"['movement', 'motion', 'action', 'CL:個|个[ge4]']"
而是,érshì,['rather']
片子,piànzǐ,"['thin flake', 'small piece']"
冇,mǎo,"['to not have (Cantonese)', 'Mandarin equivalent: 沒有|没有[mei2 you3]']"
动车,dòngchē,"['power car', 'multiple-unit train (abbr. for 動車組|动车组)']"
危险,wēixiǎn,"['danger', 'dangerous']"
福,fú,"['good fortune', 'happiness', 'luck']"
雪,xuě,"['snow', 'snowfall', 'CL:場|场[chang2]', 'to have the appearance of snow', 'to wipe away, off or out', 'to clean']"
路线,lùxiàn,"['itinerary', 'route', 'political line (e.g. right revisionist road)', 'CL:條|条[tiao2]']"
自我,zìwǒ,"['self-', 'ego (psychology)']"
害羞,hàixīu,"['shy', 'embarrassed', 'bashful']"
面前,miànqián,"['in front of', 'facing', '(in the) presence (of)']"
就算,jìusuàn,"['granted that', 'even if']"
另外,lìngwài,"['additional', 'in addition', 'besides', 'separate', 'other', 'moreover', 'furthermore']"
力量,lìliàng,"['power', 'force', 'strength']"
失败,shībài,"['to be defeated', 'to lose', 'to fail (e.g. experiments)', 'failure', 'defeat', 'CL:次[ci4]']"
到位,dàowèi,"['to get to the intended location', 'to be in place', 'to be in position', 'precise', 'well (done)']"
质量,zhíliàng,"['quality', '(physics) mass', 'CL:個|个[ge4]']"
要脸,yàoliǎn,"[""to save sb's face""]"
满足,mǎnzú,"['to satisfy', 'to meet (the needs of)', 'satisfied', 'content']"
身份,shēnfèn,"['identity', 'status', 'capacity', 'dignity', 'position', 'rank']"
葡萄,pútáo,['grape']
同时,tóngshí,"['at the same time', 'simultaneously']"
南,nán,['south']
体会,tǐhùi,"['to know from experience', 'to learn through experience', 'to realize', 'understanding', 'experience']"
皮肤,pífū,"['skin', 'CL:層|层[ceng2],塊|块[kuai4]']"
令,lìng,"['to order', 'to command', 'an order', 'warrant', 'writ', 'to cause', 'to make sth happen', 'virtuous', 'honorific title', 'season', 'government position (old)']"
月亮,yuèliàng,['the moon']
有关,yǒuguān,"['to have sth to do with', 'to relate to', 'related to', 'to concern', 'concerning']"
表达,biǎodá,"['to express', 'to convey']"
哇塞,wāsāi,"['(slang) wow!', 'also pr. [wa1 sei1]']"
商,shāng,"['commerce', 'merchant', 'dealer', 'to consult', '2nd note in pentatonic scale', 'quotient (as in 智商[zhi4 shang1], intelligence quotient)']"
百,bǎi,"['hundred', 'numerous', 'all kinds of']"
发布,fābù,"['to release', 'to issue', 'to announce', 'to distribute']"
云,yún,"['cloud', 'CL:朵[duo3]']"
过年,guònián,['to celebrate the Chinese New Year']
羊,yáng,"['sheep', 'goat', 'CL:頭|头[tou2],隻|只[zhi1]']"
嫌,xián,"['to dislike', 'suspicion', 'resentment', 'enmity', 'abbr. for 嫌犯[xian2 fan4], criminal suspect']"
似,sì,['old variant of 似[si4]']
看好,kànhǎo,"['optimistic (about the outcome)', 'bullish', 'to think highly of', 'to support']"
原谅,yuánliàng,"['to excuse', 'to forgive', 'to pardon']"
魅力,mèilì,"['charm', 'fascination', 'glamor', 'charisma']"
神奇,shénqí,"['magical', 'mystical', 'miraculous']"
实现,shíxiàn,"['to achieve', 'to implement', 'to realize', 'to bring about']"
观,guān,"['Taoist monastery', 'palace gate watchtower', 'platform']"
待,dài,"['to wait', 'to treat', 'to deal with', 'to need', 'going to (do sth)', 'about to', 'intending to']"
上学,shàngxué,"['to go to school', 'to attend school']"
豆腐,dòufǔ,"['tofu', 'bean curd']"
牌,pái,"['mahjong tile', 'playing card', 'game pieces', 'signboard', 'plate', 'tablet', 'medal', 'CL:片[pian4],個|个[ge4],塊|块[kuai4]']"
恋,liàn,"['to feel attached to', 'to long for', 'to love']"
公交,gōngjiāo,"['public transportation', 'mass transit', 'abbr. for 公共交通[gong1 gong4 jiao1 tong1]']"
系统,xìtǒng,"['system', 'CL:個|个[ge4]']"
受伤,shòushāng,"['to sustain injuries', 'wounded (in an accident etc)', 'harmed']"
早日,zǎorì,"['soon', 'shortly', 'on a day quite soon', 'promptly']"
全国,quánguó,"['whole nation', 'nationwide', 'countrywide', 'national']"
角,jiǎo,"['role (theater)', 'to compete', 'ancient three legged wine vessel', 'third note of pentatonic scale']"
好似,hǎosì,"['to seem', 'to be like']"
扣,kòu,['button']
面对,miàndùi,"['to confront', 'to face']"
西瓜,xīguā,"['watermelon', 'CL:顆|颗[ke1],粒[li4],個|个[ge5]']"
郭,guō,['outer city wall']
法律,fǎlv̀,"['law', 'CL:條|条[tiao2], 套[tao4], 個|个[ge4]']"
市,shì,"['market', 'city', 'CL:個|个[ge4]']"
弟,dì,['variant of 悌[ti4]']
赶快,gǎnkuài,"['at once', 'immediately']"
岁月,sùiyuè,"['years', 'time']"
囧,jiǒng,"['variant of 冏[jiong3]', 'used as emoticon (""smiley"") meaning embarrassed, sad :-(, depressed or frustrated']"
累死,lèisǐ,
聚,jù,"['to congregate', 'to assemble', 'to mass', 'to gather together', 'to amass', 'to polymerize']"
同一,tóngyī,"['identical', 'the same']"
某些,mǒuxiē,"['some', 'certain (things)']"
大人,dàrén,"['adult', 'grownup', 'title of respect toward superiors']"
兔子,tùzǐ,"['hare', 'rabbit', 'CL:隻|只[zhi1]']"
射手,shèshǒu,"['archer', 'shooter', 'marksman', '(football etc) striker']"
完成,wánchéng,"['to complete', 'to accomplish']"
本事,běnshì,"['ability', 'skill']"
妈的,māde,['see 他媽的|他妈的[ta1 ma1 de5]']
公布,gōngbù,"['to announce', 'to make public', 'to publish']"
折磨,zhémó,"['to persecute', 'to torment']"
俺们,ǎnmen,
否则,fǒuzé,"['if not', 'otherwise', 'else', 'or else']"
爷爷,yéyé,"[""(coll.) father's father"", 'paternal grandfather', 'CL:個|个[ge4]']"
怒,nù,"['anger', 'fury', 'flourishing', 'vigorous']"
表扬,biǎoyáng,"['to praise', 'to commend']"
幼儿,yòuér,"['young child', 'infant', 'preschooler']"
争取,zhēngqǔ,"['to fight for', 'to strive for', 'to win over']"
长沙,chángshā,['Changsha prefecture level city and capital of Hunan province in south central China']
闷,mèn,"['bored', 'depressed', 'melancholy', 'sealed', 'airtight', 'tightly closed']"
达,dá,"['to attain', 'to reach', 'to amount to', 'to communicate', 'eminent']"
需,xū,"['to require', 'to need', 'to want', 'necessity', 'need']"
特色,tèsè,"['characteristic', 'distinguishing feature or quality']"
嘎嘎,gāgā,"['(onom.) quack', 'honk', '(northern dialect) very', 'also pr. [ga1 ga5], [ga2 ga5] etc']"
起码,qǐmǎ,"['at the minimum', 'at the very least']"
小子,xiǎozǐ,"['(coll.) boy', '(derog.) joker', 'guy', '(despicable) fellow']"
村,cūn,['variant of 村[cun1]']
冻,dòng,"['to freeze', 'to feel very cold', 'aspic or jelly']"
周六,zhōulìu,['Saturday']
生意,shēngyì,"['business', 'CL:筆|笔[bi3]']"
处理,chùlǐ,"['to handle', 'to treat', 'to deal with', 'to process', 'to deal with a criminal case', 'to mete out punishment', 'to offer for sale at a reduced price', 'to punish']"
赚钱,zhuànqián,"['to earn money', 'moneymaking']"
有事,yǒushì,"['to be occupied with sth', ""to have sth on one's mind"", 'there is something the matter']"
凉,liáng,['to let sth cool down']
申请,shēnqǐng,"['to apply for sth', 'application (form etc)', 'CL:份[fen4]']"
星,xīng,"['star', 'heavenly body', 'satellite', 'small amount']"
应,yìng,"['to answer', 'to respond', 'to comply with', 'to deal or cope with']"
播,bō,"['to sow', 'to scatter', 'to spread', 'to broadcast', 'Taiwan pr. [bo4]']"
西安,xīān,"[""Xi'an, sub-provincial city and capital of Shaanxi 陝西省|陕西省[Shan3 xi1 Sheng3] in northwest China"", 'see 西安區|西安区[Xi1 an1 qu1]']"
足球,zúqíu,"['soccer ball', 'a football', 'CL:個|个[ge4]', 'soccer', 'football']"
订,dìng,"['to agree', 'to conclude', 'to draw up', 'to subscribe to (a newspaper etc)', 'to order']"
灯,dēng,"['lamp', 'light', 'lantern', 'CL:盞|盏[zhan3]']"
批,pī,"['to ascertain', 'to act on', 'to criticize', 'to pass on', 'classifier for batches, lots, military flights', 'tier (for the ranking of universities and colleges)']"
投资,tóuzī,"['investment', 'to invest']"
扔,rēng,"['to throw', 'to throw away']"
人人,rénrén,"['everyone', 'every person']"
人员,rényuán,"['staff', 'crew', 'personnel', 'CL:個|个[ge4]']"
俾,bǐ,"['to cause', 'to enable', 'phonetic bi']"
坚强,jiānqiáng,"['staunch', 'strong']"
高铁,gāotiě,['high speed rail']
空间,kōngjiān,"['empty space', 'room', 'outer space', 'space (physics, math.)', '(fig.) scope', 'leeway']"
巨蟹,jùxiè,['Cancer (star sign)']
寄,jì,"['to send', 'to mail', 'to entrust', 'to depend on', 'to attach oneself to', 'to live (in a house)', 'to lodge', 'foster (son etc)']"
幽默,yōumò,"['(loanword) humor', 'humorous']"
鸡蛋,jīdàn,"['(chicken) egg', ""hen's egg"", 'CL:個|个[ge4],打[da2]']"
实际,shíjì,"['reality', 'practice', 'practical', 'realistic', 'real', 'actual']"
并不,bìngbù,"['not at all', 'emphatically not']"
心酸,xīnsuān,['to feel sad']
碎,sùi,"['to break down', 'to break into pieces', 'fragmentary']"
人士,rénshì,"['person', 'figure', 'public figure']"
演唱,yǎnchàng,"['sung performance', 'to sing for an audience']"
思,sī,"['to think', 'to consider']"
奖,jiǎng,"['prize', 'award', 'encouragement', 'CL:個|个[ge4]']"
犯,fàn,"['to violate', 'to offend', 'to assault', 'criminal', 'crime', 'to make a mistake', 'recurrence (of mistake or sth bad)']"
演员,yǎnyuán,"['actor or actress', 'performer', 'CL:個|个[ge4],位[wei4],名[ming2]']"
土豆,tǔdòu,"['potato', 'CL:個|个[ge4]', '(Tw) peanut', 'CL:顆|颗[ke1]']"
文明,wénmíng,"['civilized', 'civilization', 'culture', 'CL:個|个[ge4]']"
流行,líuxíng,"['(of a contagious disease etc) to spread', 'to propagate', '(of a style of clothing, song etc) popular', 'fashionable']"
勇气,yǒngqì,"['courage', 'valor']"
唯一,wéiyī,"['only', 'sole']"
桥,qiáo,"['bridge', 'CL:座[zuo4]']"
通过,tōngguò,"['by means of', 'through', 'via', 'to pass through', 'to get through', 'to adopt', 'to pass (a bill or inspection etc)', 'to switch over']"
开发,kāifā,"['to exploit (a resource)', 'to open up (for development)', 'to develop']"
合作,hézuò,"['to cooperate', 'to collaborate', 'to work together', 'cooperation', 'CL:個|个[ge4]']"
诅咒,zǔzhòu,['to curse']
瓜,guā,"['melon', 'gourd', 'squash']"
楼下,lóuxià,['downstairs']
主任,zhǔrèn,"['director', 'head', 'CL:個|个[ge4]']"
暂时,zànshí,"['temporary', 'provisional', 'for the time being']"
风景,fēngjǐng,"['scenery', 'landscape', 'CL:個|个[ge4]']"
条件,tiáojiàn,"['condition', 'circumstances', 'term', 'factor', 'requirement', 'prerequisite', 'qualification', 'CL:個|个[ge4]']"
假期,jiǎqī,['vacation']
专家,zhuānjiā,"['expert', 'specialist', 'CL:個|个[ge4]']"
进步,jìnbù,"['progress', 'improvement', 'to improve', 'to progress', 'CL:個|个[ge4]']"
评价,píngjià,"['to evaluate', 'to assess']"
通,tōng,"['classifier for an activity, taken in its entirety (tirade of abuse, stint of music playing, bout of drinking etc)']"
粥,zhōu,"['congee', 'gruel', 'porridge', 'CL:碗[wan3]']"
小说,xiǎoshuō,"['novel', 'fiction', 'CL:本[ben3],部[bu4]']"
为何,wèihé,['why']
整天,zhěngtiān,"['all day long', 'whole day']"
网站,wǎngzhàn,"['website', 'network station', 'node']"
温柔,wēnróu,"['gentle and soft', 'tender']"
无耻,wúchǐ,"['without any sense of shame', 'unembarrassed', 'shameless']"
外国,wàiguó,"['foreign (country)', 'CL:個|个[ge4]']"
炒作,chǎozuò,"['to hype', 'to promote (in the media)']"
聊天,liáotiān,"['to chat', 'to gossip']"
路过,lùguò,['to pass by or through']
专门,zhuānmén,"['specialist', 'specialized', 'customized']"
剩,shèng,"['to remain', 'to be left', 'to have as remainder']"
追求,zhūiqíu,"['to pursue (a goal etc) stubbornly', 'to seek after', 'to woo']"
归,gūi,"['to return', 'to go back to', 'to give back to', '(of a responsibility) to be taken care of by', 'to belong to', 'to gather together', '(used between two identical verbs) despite', 'to marry (of a woman) (old)', 'division on the abacus with a one-digit divisor']"
事业,shìyè,"['undertaking', 'project', 'activity', '(charitable, political or revolutionary) cause', 'publicly funded institution, enterprise or foundation', 'career', 'occupation', 'CL:個|个[ge4]']"
老实,lǎoshí,"['honest', 'sincere', 'well-behaved', 'open and guileless', 'naive']"
折,zhé,"['variant of 折[zhe2]', 'to fold']"
乖乖,guāiguāi,
熟悉,shúxī,"['to be familiar with', 'to know well']"
灭,miè,"['to extinguish or put out', 'to go out (of a fire etc)', 'to exterminate or wipe out', 'to drown']"
凭,píng,"['to lean against', 'to rely on', 'on the basis of', 'no matter (how, what etc)', 'proof']"
炸,zhà,['to explode']
咪,mī,['sound for calling a cat']
赛,sài,"['to compete', 'competition', 'match', 'to surpass', 'better than', 'superior to', 'to excel']"
怎,zěn,['how']
城管,chéngguǎn,"['local government bylaw enforcement officer', 'city management (abbr. for 城市管理行政執法局|城市管理行政执法局[Cheng2 shi4 Guan3 li3 Xing2 zheng4 Zhi2 fa3 ju2])']"
想着,xiǎngzháo,
牌子,páizǐ,"['sign', 'trademark', 'brand']"
虐,nvè,"['oppressive', 'tyrannical']"
送给,sònggěi,"['to send', 'to give as a present']"
推,tūi,"['to push', 'to cut', 'to refuse', 'to reject', 'to decline', 'to shirk (responsibility)', 'to put off', 'to delay', 'to push forward', 'to nominate', 'to elect', 'massage']"
月份,yuèfèn,['month']
不该,bùgāi,"['should not', 'to owe nothing']"
恶,è,"['to hate', 'to loathe', 'ashamed', 'to fear', 'to slander']"
美美,měiměi,
式,shì,"['type', 'form', 'pattern', 'style']"
七夕,qīxī,"['double seven festival, evening of seventh of lunar seventh month', ""girls' festival"", ""Chinese Valentine's day, when Cowherd and Weaving maid 牛郎織女|牛郎织女 are allowed their annual meeting""]"
凑,còu,"['to gather together, pool or collect', 'to happen by chance', 'to move close to', 'to exploit an opportunity']"
量,liàng,"['capacity', 'quantity', 'amount', 'to estimate', 'abbr. for 量詞|量词[liang4 ci2], classifier (in Chinese grammar)', 'measure word']"
平安,píngān,"['safe and sound', 'well', 'without mishap', 'quiet and safe', 'at peace']"
凶,xiōng,"['vicious', 'fierce', 'ominous', 'inauspicious', 'famine', 'variant of 兇|凶[xiong1]']"
欢乐,huānlè,"['gaiety', 'gladness', 'glee', 'merriment', 'pleasure', 'happy', 'joyous', 'gay']"
对象,dùixiàng,"['target', 'object', 'partner', 'boyfriend', 'girlfriend', 'CL:個|个[ge4]']"
资本,zīběn,['capital (economics)']
感到,gǎndào,"['to feel', 'to sense', 'to have the feeling that', 'to think that', 'to move', 'to affect']"
家庭,jiātíng,"['family', 'household', 'CL:戶|户[hu4],個|个[ge4]']"
体验,tǐyàn,['to experience for oneself']
毁,hǔi,"['variant of 毀|毁[hui3]', 'to defame', 'to slander']"
做梦,zuòmèng,"['to dream', 'to have a dream', 'fig. illusion', 'fantasy', 'pipe dream']"
牛肉,níuròu,['beef']
那位,nàwèi,
咖,kā,"['coffee', 'class', 'grade']"
双子,shuāngzǐ,['Gemini (star sign)']
盘,pán,"['plate', 'dish', 'tray', 'board', 'hard drive (computing)', 'to build', 'to coil', 'to check', 'to examine', 'to transfer (property)', 'to make over', 'classifier for food: dish, helping', 'to coil', 'classifier for coils of wire', 'classifier for games of chess']"
全家,quánjiā,['whole family']
级,jí,"['level', 'grade', 'rank', 'step (of stairs)', 'CL:個|个[ge4]', 'classifier: step, level']"
一路,yīlù,"['the whole journey', 'all the way', 'going the same way', 'going in the same direction', 'of the same kind']"
地点,dìdiǎn,"['place', 'site', 'location', 'venue', 'CL:個|个[ge4]']"
精,jīng,"['essence', 'extract', 'vitality', 'energy', 'semen', 'sperm', 'mythical goblin spirit', 'highly perfected', 'elite', 'the pick of sth', 'proficient (refined ability)', 'extremely (fine)', 'selected rice (archaic)']"
